"location","latitude","longitude","population","area","density","densityClass"
"Millau","44.0986","3.0783",22013,"168.23",131,"0<d<1000"
"Vire-Normandie","48.838","-0.889",17951,"138.52",130,"0<d<1000"
"Le Poinconnet","46.7644","1.7197",5808,"45.0",129,"0<d<1000"
"La Londe-les-Maures","43.1381","6.2344",10171,"79.29",128,"0<d<1000"
"Sainte-Marie-aux-Mines","48.25","7.18",5749,"45.23",127,"0<d<1000"
"Briare","47.6389","2.74",5760,"45.41",127,"0<d<1000"
"Ugine","45.7533","6.4206",7272,"57.36",127,"0<d<1000"
"Saint-Jean-de-Monts","46.7936","-2.0587",7837,"61.72",127,"0<d<1000"
"Viriat","46.253","5.216",5735,"45.35",126,"0<d<1000"
"Arpajon-sur-Cere","44.9047","2.4575",6009,"47.67",126,"0<d<1000"
"Sully-sur-Loire","47.7658","2.3761",5444,"43.6",125,"0<d<1000"
"Montmorillon","46.4269","0.8717",7039,"57.0",123,"0<d<1000"
"Baud","47.8764","-3.0178",5868,"48.09",122,"0<d<1000"
"Rosporden","47.9614","-3.8336",7026,"57.37",122,"0<d<1000"
"Chemille-Melay","47.2131","-0.72583",8755,"71.9",122,"0<d<1000"
"Inzinzac-Lochrist","47.8444","-3.2658",5395,"44.67",121,"0<d<1000"
"Montpon-Menesterol","45.01","0.16",5606,"46.34",121,"0<d<1000"
"Le Blanc","46.6344","1.0636",6946,"57.61",121,"0<d<1000"
"Loudeac","48.1778","-2.7539",9733,"80.24",121,"0<d<1000"
"Montbard","47.6236","4.3378",5554,"46.37",120,"0<d<1000"
"Montech","43.9578","1.2306",5954,"50.14",119,"0<d<1000"
"Fronton","43.8411","1.3903",5384,"45.79",118,"0<d<1000"
"Decize","46.83","3.4619",5711,"48.22",118,"0<d<1000"
"Biganos","44.645","-0.9772",9099,"77.28",118,"0<d<1000"
"Port-Saint-Louis-du-Rhone","43.3875","4.804",8579,"73.38",117,"0<d<1000"
"Saint-Remy-de-Provence","43.79","4.8325",10406,"89.09",117,"0<d<1000"
"Aubigny-les-Clouzeaux","46.597","-1.453",6074,"52.28",116,"0<d<1000"
"Longuenee-en-Anjou","47.56","-0.672",6211,"53.5",116,"0<d<1000"
"Lancon-Provence","43.593","5.1286",8010,"68.92",116,"0<d<1000"
"Sevremoine","47.124","-0.994",24661,"213.23",116,"0<d<1000"
"Ploneour-Lanvern","47.9036","-4.2825",5626,"48.91",115,"0<d<1000"
"Thones","45.8831","6.3258",6020,"52.33",115,"0<d<1000"
"Les Arcs","43.4634","6.4788",6267,"54.26",115,"0<d<1000"
"Sarzeau","47.5281","-2.7686",6941,"60.23",115,"0<d<1000"
"Conde-en-Normandie","48.851","-0.553",7223,"62.98",115,"0<d<1000"
"Le Puy-Sainte-Reparade","43.6642","5.4381",5276,"46.29",114,"0<d<1000"
"Villemur-sur-Tarn","43.8664","1.5058",5298,"46.57",114,"0<d<1000"
"Ares","44.7658","-1.1353",5520,"48.25",114,"0<d<1000"
"Ambert","45.5503","3.7425",6852,"60.48",113,"0<d<1000"
"Champniers","45.7158","0.2064",5091,"45.29",112,"0<d<1000"
"Entrelacs","45.786","5.945",5834,"51.9",112,"0<d<1000"
"Bain-de-Bretagne","47.8431","-1.6806",7266,"64.77",112,"0<d<1000"
"Nort-sur-Erdre","47.4403","-1.4972",7412,"66.56",111,"0<d<1000"
"Roquebrune-sur-Argens","43.43","6.63",11646,"106.1",110,"0<d<1000"
"Saint-Etienne-de-Montluc","47.2772","-1.7792",6231,"57.57",108,"0<d<1000"
"Nerac","44.15","0.34",6787,"62.68",108,"0<d<1000"
"Theix","47.6297","-2.6547",5029,"47.13",107,"0<d<1000"
"Guer","47.9047","-2.1192",5560,"52.11",107,"0<d<1000"
"Bressuire","46.8408","-0.4872",19274,"180.59",107,"0<d<1000"
"Saint-Philbert-de-Grand-Lieu","47.0358","-1.6386",6253,"58.81",106,"0<d<1000"
"Donges","47.3242","-2.075",6338,"59.9",106,"0<d<1000"
"Aire-sur-l'Adour","43.7","-0.26",6092,"58.0",105,"0<d<1000"
"Saint-Nom-la-Breteche","48.8606","2.0222",5022,"48.27",104,"0<d<1000"
"Vauvert","43.6942","4.2769",11261,"109.86",103,"0<d<1000"
"Liffre","48.2142","-1.5067",6756,"66.86",101,"0<d<1000"
"Oree-d'Anjou","47.337","-1.264",15824,"156.34",101,"0<d<1000"
"Bourbon-Lancy","46.6203","3.7742",5572,"55.73",100,"0<d<1000"
"L'Isle-Jourdain","43.6144","1.0817",7025,"70.48",100,"0<d<1000"
"Chantonnay","46.6878","-1.0494",8299,"82.91",100,"0<d<1000"
"Labruguiere","43.54","2.2636",6008,"60.73",99,"0<d<1000"
"Le Poire-sur-Vie","46.7682","-1.5098",7205,"72.95",99,"0<d<1000"
"Petit-Caux","49.957","1.223",9042,"91.11",99,"0<d<1000"
"Ambazac","45.9583","1.4008",5617,"57.83",97,"0<d<1000"
"Beaupreau-en-Mauges","47.2028","-0.9933",22385,"230.45",97,"0<d<1000"
"Eyguieres","43.6953","5.0311",6596,"68.75",96,"0<d<1000"
"Tonnerre","47.8556","3.9742",5509,"58.27",95,"0<d<1000"
"Aubigny-sur-Nere","47.4894","2.44",5851,"61.5",95,"0<d<1000"
"Crozon","48.2458","-4.4875",7634,"80.37",95,"0<d<1000"
"Le Malesherbois","48.296","2.416",8114,"85.04",95,"0<d<1000"
"Mauges-sur-Loire","47.357","-0.861",18153,"191.84",95,"0<d<1000"
"Vigneux-de-Bretagne","47.3269","-1.7372",5165,"54.68",94,"0<d<1000"
"Fontainebleau","48.4097","2.7025",16236,"172.05",94,"0<d<1000"
"Aizenay","46.74","-1.6083",7457,"81.06",92,"0<d<1000"
"Blain","47.4769","-1.7622",9284,"101.72",91,"0<d<1000"
"Saint-Gervais-les-Bains","45.8933","6.7139",5742,"63.63",90,"0<d<1000"
"Saint-Gilles","43.6786","4.4317",13646,"153.73",89,"0<d<1000"
"Combourg","48.4094","-1.7506",5572,"63.55",88,"0<d<1000"
"Pierrefeu-du-Var","43.2269","6.1431",5082,"58.36",87,"0<d<1000"
"Biscarrosse","44.3942","-1.1628",13983,"160.48",87,"0<d<1000"
"Questembert","47.6622","-2.4517",5727,"66.38",86,"0<d<1000"
"Machecoul","46.9939","-1.8217",5732,"66.62",86,"0<d<1000"
"Yssingeaux","45.1436","4.1244",6931,"80.57",86,"0<d<1000"
"Machecoul-Saint-Meme","46.993","-1.818",7267,"84.89",86,"0<d<1000"
"Chaumes-en-Retz","47.116","-1.942",6503,"76.55",85,"0<d<1000"
"Essarts-en-Bocage","46.7744","-1.22694",8460,"99.62",85,"0<d<1000"
"La Ferte-Saint-Aubin","47.7181","1.9422",7199,"86.12",84,"0<d<1000"
"Saint-Pee-sur-Nivelle","43.3575","-1.5494",5215,"65.0",80,"0<d<1000"
"Montrevault-sur-Èvre","47.2622","-1.0442",15981,"198.85",80,"0<d<1000"
"Bricquebec-en-Cotentin","49.47","-1.634",6026,"76.63",79,"0<d<1000"
"Lege-Cap-Ferret","44.7939","-1.1453",7396,"93.62",79,"0<d<1000"
"Briec","48.1028","-3.9972",5244,"67.87",77,"0<d<1000"
"Hasparren","43.3856","-1.3036",5742,"77.01",75,"0<d<1000"
"Talmont-Saint-Hilaire","46.4681","-1.6169",6648,"89.53",74,"0<d<1000"
"Chauvigny","46.5694","0.6475",7050,"95.82",74,"0<d<1000"
"Condom","43.96","0.37",7193,"97.37",74,"0<d<1000"
"Saint-Yrieix-la-Perche","45.5153","1.2042",7473,"100.98",74,"0<d<1000"
"Le Teich","44.6347","-1.0225",6385,"87.08",73,"0<d<1000"
"Bormes-les-Mimosas","43.1525","6.3439",7153,"97.32",73,"0<d<1000"
"Saint-Affrique","43.9592","2.8872",8112,"110.96",73,"0<d<1000"
"Sevremont","46.832","-0.863",6416,"88.64",72,"0<d<1000"
"Guipry-Messac","47.826","-1.807",6622,"91.99",72,"0<d<1000"
"Longue-Jumelles","47.3792","-0.1067",6892,"96.2",72,"0<d<1000"
"Audenge","44.6847","-1.0119",5736,"82.09",70,"0<d<1000"
"Languidic","47.8342","-3.1567",7562,"109.08",69,"0<d<1000"
"Porto-Vecchio","41.5917","9.2803",11574,"168.65",69,"0<d<1000"
"Arles","43.6767","4.6278",52439,"758.93",69,"0<d<1000"
"Soustons","43.7525","-1.3283",6794,"100.38",68,"0<d<1000"
"Bannalec","47.9333","-3.6958",5226,"77.51",67,"0<d<1000"
"Mauleon","46.9236","-0.7483",8110,"120.64",67,"0<d<1000"
"Pluvigner","47.7667","-3.0167",5428,"82.83",66,"0<d<1000"
"Chemille-en-Anjou","47.21","-0.7286",21114,"323.98",65,"0<d<1000"
"Bagneres-de-Bigorre","43.065","0.1506",8047,"125.86",64,"0<d<1000"
"Erdre-en-Anjou","47.601","-0.835",5630,"89.94",63,"0<d<1000"
"Loireauxence","47.386","-1.032",7310,"118.28",62,"0<d<1000"
"Bellevigne-en-Layon","47.267","-0.503",5712,"94.37",61,"0<d<1000"
"Mimizan","44.2","-1.23",6605,"114.83",58,"0<d<1000"
"Saint-Martin-de-Crau","43.6408","4.8133",12072,"214.87",56,"0<d<1000"
"Nueil-les-Aubiers","46.9381","-0.5886",5416,"98.83",55,"0<d<1000"
"Saint-Jean-d'Illac","44.8106","-0.7825",6684,"120.57",55,"0<d<1000"
"Salbris","47.4261","2.0528",5777,"106.61",54,"0<d<1000"
"Vexin-sur-Epte","49.159","1.604",6097,"114.49",53,"0<d<1000"
"Tinchebray-Bocage","48.7636","-0.7331",5052,"99.88",51,"0<d<1000"
"Parentis-en-Born","44.35","-1.0733",5652,"111.55",51,"0<d<1000"
"Mios","44.6058","-0.9356",6631,"137.41",48,"0<d<1000"
"Souleuvre-en-Bocage","48.938","-0.842",8658,"187.28",46,"0<d<1000"
"Lanton","44.7047","-1.0342",6064,"136.19",45,"0<d<1000"
"Corte","42.3064","9.1514",6779,"149.27",45,"0<d<1000"
"Scaer","48.0281","-3.7008",5198,"117.58",44,"0<d<1000"
"Lys-Haut-Layon","47.146","-0.535",7877,"178.84",44,"0<d<1000"
"Bauge-en-Anjou","47.542","-0.103",11833,"268.25",44,"0<d<1000"
"Salles","44.5528","-0.8681",5917,"137.98",43,"0<d<1000"
"Bourg-Saint-Maurice","45.6175","6.7694",7749,"179.07",43,"0<d<1000"
"Valdalliere","48.853","-0.675",6099,"157.94",39,"0<d<1000"
"Le Mene","48.302","-2.519",6431,"163.23",39,"0<d<1000"
"Livarot-Pays-d'Auge","49.005","0.151",6552,"180.83",36,"0<d<1000"
"Chamonix","45.9231","6.8697",8897,"245.46",36,"0<d<1000"
"Charny-Oree-de-Puisaye","47.886","3.095",5147,"230.4",22,"0<d<1000"
